startdate,enddate,status,ipaddress,progress,durationinseconds,finished,recordeddate,responseid,recipientlastname,recipientfirstname,recipientemail,externalreference,locationlatitude,locationlongitude,distributionchannel,userlanguage,q_recaptchascore,consent,ready_quiz1,quiz1_1,quiz1_2,quiz1_3,allocation_luck,ready_quiz2,quiz2_1,quiz2_2,quiz2_3,allocation_merit,ready_quiz3,quiz3_1,quiz3_2,quiz3_3,allocation_educ,ready_quiz4,quiz4_1,quiz4_2,quiz4_3,tickYN_educ,tickYN_educ_firstClick,tickYN_educ_lastClick,q91_pagesubmit,tickYN_educ_tick_count,tick241_educ,allocation_info_educ_NoTick,allocation_info_educ_YesTick,ready_quiz5,quiz5_1,quiz5_2,quiz5_3,allocation_employ,ready_quiz6,quiz6_1,quiz6_2,quiz6_3,tickYN_employ,tickYN_employ_firstClick,tickYN_employ_lastClick,q151_pagesubmit,tickYN_employ_tick_count,tick241_employ,allocation_info_employ_NoTick,allocation_info_employ_YesTick,survey_fair1,survey_reason_text,q182_4_text,q182_7_text,male,age,edu,income,party,q187_6_text,attitude,englishNative,q189_2_text,followup,mTurkID,sc0,sc1,confirmation_code,scoreopportunity,scoreemployment,passQuiz
2022-03-07 06:19:44,2022-03-07 06:22:41,IP Address,71.178.167.128,100,176,True,2022-03-07 06:22:41,R_2QKfywk0tFqUcQc,,,,,39.001495361328125,-77.096099853515625,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,0,0,14793,,,
2022-03-07 06:20:30,2022-03-07 06:22:48,IP Address,98.13.224.152,100,138,True,2022-03-07 06:22:48,R_3gMKiKpltQhCQZd,,,,,40.701507568359375,-73.84220123291015625,anonymous,EN,0.800000011920928955078125,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 6 USD and worker B is paid 0 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fair,I redistributed the money based on what I believe is fair between the two workers as well as myself.,,,Female,50 to 59,graduated from a 4 year college,"$50,001 to $70,000",Democrat,,The amount of inequality in society is moderately reasonable.,Yes,,Yes,A3H3V4NJO72WS4,0,0,84561,,,
2022-03-07 06:23:20,2022-03-07 06:24:30,IP Address,73.138.208.150,100,70,True,2022-03-07 06:24:31,R_1F2PKhdD9cfuhw4,,,,,25.9822998046875,-80.1405029296875,anonymous,EN,0.89999997615814208984375,I agree,,,,,,I am ready for the comprehension quiz.,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,81247,,,
2022-03-07 06:20:48,2022-03-07 06:26:01,IP Address,173.207.112.154,100,312,True,2022-03-07 06:26:01,R_2zo2ozG5MI8Mlnn,,,,,35.248504638671875,-106.68180084228515625,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,70840,,,
2022-03-07 06:22:17,2022-03-07 06:27:40,IP Address,172.58.206.174,100,323,True,2022-03-07 06:27:41,R_2qefkHp0tClGDg9,,,,,40.014892578125,-75.14389801025390625,anonymous,EN,1,I agree,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 6 USD and worker B is paid 0 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fair,I did not redistribute because I believe the original rules of the reward scheme between the two workers was fair.,,,Male,50 to 59,"some college education, or 2 year college degree","$170,001 or above",Republican,,The amount of inequality in society is moderately reasonable.,Yes,,Yes,A8IZY84JKT9S4,0,0,66831,,,
2022-03-07 06:24:51,2022-03-07 06:28:51,IP Address,136.56.86.152,100,239,True,2022-03-07 06:28:52,R_3Rmv2aJNIYbrPEc,,,,,35.8047027587890625,-78.88809967041015625,anonymous,EN,1,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 3 USD and worker B is paid 3 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Male,50 to 59,some graduate school attended or higher,"$130,001 to $170,000",Independent,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,ALCN1X8JQEL5E,0,0,19977,,,
2022-03-07 06:29:38,2022-03-07 06:32:39,IP Address,71.225.79.105,100,180,True,2022-03-07 06:32:39,R_268T9vd1RNAeOha,,,,,39.7384033203125,-75.6656036376953125,anonymous,EN,1,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 3 USD and worker B is paid 3 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Male,50 to 59,some graduate school attended or higher,"$130,001 to $170,000",Republican,,The amount of inequality in society is very reasonable.,Yes,,Yes,A1WMYG2J33KTTI,0,0,96794,,,
2022-03-07 06:23:49,2022-03-07 06:33:22,IP Address,155.193.67.160,100,573,True,2022-03-07 06:33:22,R_08POFtbwKg0Nmlb,,,,,42.4571075439453125,-71.22100067138671875,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go to the 3-digit code task to try to learn the information,17.332,54.066,56.084,37,"241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241",,Worker A is paid 3 USD and worker B is paid 3 USD.,,,,,,,,,,,,,,,,,,Very unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,50 to 59,some graduate school attended or higher,"$50,001 to $70,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A2HOEI5M6G883O,33,0,73258,33,,
2022-03-07 06:27:58,2022-03-07 06:34:48,IP Address,68.46.144.166,100,410,True,2022-03-07 06:34:49,R_02irW7kKbXbZAYN,,,,,42.644195556640625,-82.89849853515625,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go directly to the page about the redistribution decision,,,,,,Worker A is paid 4 USD and worker B is paid 2 USD.,,Unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,50 to 59,"some college education, or 2 year college degree","$50,001 to $70,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A1TJ3TVCUUOYU3,0,0,88936,,0,
2022-03-07 06:30:58,2022-03-07 06:36:18,IP Address,47.199.230.227,100,320,True,2022-03-07 06:36:18,R_2Y3op6t7dUL5bty,,,,,28.0406036376953125,-82.39510345458984375,anonymous,EN,1,I agree,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 3 USD and worker B is paid 3 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,50 to 59,some graduate school attended or higher,"$30,001 to $50,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A22NP418RES9YN,0,0,59515,,,
2022-03-07 06:34:29,2022-03-07 06:38:15,IP Address,98.218.25.37,100,226,True,2022-03-07 06:38:15,R_1pldJrQbwY9MmNa,,,,,38.749298095703125,-77.49179840087890625,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 6 USD and worker B is paid 0 USD.,,,,,,,,,,,,,Unfair,I did not redistribute because I believe it is not my place to change the allocation of payments between the two workers.,,,Male,40 to 49,"some college education, or 2 year college degree","$50,001 to $70,000",Independent,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,A37R0JYAB3QEX9,0,0,52540,,,
2022-03-07 06:19:42,2022-03-07 06:38:34,IP Address,108.52.56.183,100,1131,True,2022-03-07 06:38:34,R_bpzRlvSJukZJod3,,,,,40.3800048828125,-75.27179718017578125,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go to the 3-digit code task to try to learn the information,13.259,236.746,238.524,40,"241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241",,Worker A is paid 6 USD and worker B is paid 0 USD.,Fair,I did not redistribute because of another reason (please specify),Just because one had the opportunity to answer more questionâs doesnât necessarily mean they would get more answers correct,,Female,50 to 59,completed high school,"$0 to $15,000",Independent,,The amount of inequality in society is moderately reasonable.,Yes,,Yes,A2GL0TVU3U5ZBG,0,32,10773,,32,
2022-03-07 06:33:03,2022-03-07 06:38:42,IP Address,24.159.246.152,100,338,True,2022-03-07 06:38:42,R_2xMgfTjyCqCn7jS,,,,,42.671295166015625,-89.0070037841796875,anonymous,EN,1,I agree,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 6 USD and worker B is paid 0 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very fair,I did not redistribute because I believe the original rules of the reward scheme between the two workers was fair.,,,Female,50 to 59,graduated from a 4 year college,"$100,001 to $130,000",Republican,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A1SL72YBUW8Q8K,0,0,86264,,,
2022-03-07 06:34:07,2022-03-07 06:39:08,IP Address,71.161.124.82,100,300,True,2022-03-07 06:39:08,R_3D0xlI1TKtQl1Xq,,,,,42.756500244140625,-72.0276031494140625,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 6 USD and worker B is paid 0 USD.,,,,,,,,,,,,,Very fair,I did not redistribute because I believe the original rules of the reward scheme between the two workers was fair.,,,Female,60 to 69,completed high school,"$15,001 to $30,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,AZ6Y81K8K8OR,0,0,71279,,,
2022-03-07 06:32:37,2022-03-07 06:39:21,IP Address,47.42.161.67,100,403,True,2022-03-07 06:39:22,R_21nZAwYmteUY5YN,,,,,44.7808990478515625,-117.82669830322265625,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go directly to the page about the redistribution decision,,,,,,Worker A is paid 4 USD and worker B is paid 2 USD.,,,,,,,,,,,,,,,,,,,Neutral,I redistributed the money based on what I believe is fair between the two workers.,,,Female,50 to 59,"some college education, or 2 year college degree","$30,001 to $50,000",Independent,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A1MTINYNXSUODI,0,0,55416,0,,
2022-03-07 06:37:46,2022-03-07 06:42:40,IP Address,76.26.245.126,100,293,True,2022-03-07 06:42:41,R_2UaUAYKkNbv8Koe,,,,,28.802398681640625,-81.5316009521484375,anonymous,EN,1,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 3 USD and worker B is paid 3 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Male,60 to 69,"some college education, or 2 year college degree","$100,001 to $130,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A1RSTQ3ESKYCDT,0,0,17729,,,
2022-03-07 06:36:34,2022-03-07 06:43:56,IP Address,24.252.23.211,100,441,True,2022-03-07 06:43:56,R_1N8QsRzlvtnzoV9,,,,,41.237701416015625,-95.9998016357421875,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go directly to the page about the redistribution decision,,,,,,Worker A is paid 3 USD and worker B is paid 3 USD.,,Very unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Male,50 to 59,"some college education, or 2 year college degree","$30,001 to $50,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A189OY9QEDBF9H,0,0,15668,,0,
2022-03-07 06:39:05,2022-03-07 06:45:37,IP Address,45.21.73.114,100,392,True,2022-03-07 06:45:38,R_3HRI53Gg5p73ZIY,,,,,41.71240234375,-87.747802734375,anonymous,EN,1,I agree,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 5 USD and worker B is paid 1 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,50 to 59,"some college education, or 2 year college degree","$15,001 to $30,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,AXU91NVCGW9B,0,0,31379,,,
2022-03-07 06:40:25,2022-03-07 06:45:48,IP Address,64.207.244.162,100,323,True,2022-03-07 06:45:49,R_1pzgwdfdgnUIxGG,,,,,36.0605926513671875,-95.9456024169921875,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go to the 3-digit code task to try to learn the information,5.586,62.362,71.684,34,"241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241",,Worker A is paid 5 USD and worker B is paid 1 USD.,,,,,,,,,,,,,,,,,,Fair,I redistributed the money based on what I believe is fair between the two workers.,,,Male,50 to 59,"some college education, or 2 year college degree","$30,001 to $50,000",Republican,,The amount of inequality in society is moderately reasonable.,Yes,,Yes,A1AIOC950ECVUM,32,0,21507,32,,
2022-03-07 06:43:01,2022-03-07 06:46:58,IP Address,136.37.40.74,100,237,True,2022-03-07 06:46:58,R_3ewfAaL1SUIZ0xL,,,,,39.0536956787109375,-94.59059906005859375,anonymous,EN,1,I agree,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 4 USD and worker B is paid 2 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fair,I redistributed the money based on what I believe is fair between the two workers.,,,Male,50 to 59,graduated from a 4 year college,"$30,001 to $50,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A3RBBU5NGKF7WR,0,0,40574,,,
2022-03-07 06:45:54,2022-03-07 06:54:14,IP Address,73.176.220.10,100,500,True,2022-03-07 06:54:15,R_3D5Xco9GCwDWRBY,,,,,41.7467041015625,-87.720703125,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,46198,,,
2022-03-07 06:55:20,2022-03-07 07:01:45,IP Address,73.176.220.10,100,384,True,2022-03-07 07:01:45,R_1ihdjIqq602pQsh,,,,,41.7467041015625,-87.720703125,anonymous,EN,0.89999997615814208984375,I agree,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 5 USD and worker B is paid 1 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fair,I redistributed the money based on what I believe is fair between the two workers.,,,Male,50 to 59,graduated from a 4 year college,"$70,001 to $100,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A7NZIK6ZH2VYE,0,0,31873,,,
2022-03-20 20:09:10,2022-03-20 20:14:10,IP Address,70.16.45.177,100,300,True,2022-03-20 20:14:11,R_5C30yr9mOSF8AbD,,,,,43.003692626953125,-78.84960174560546875,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 4 USD and worker B is paid 2 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,50 to 59,"some college education, or 2 year college degree","$30,001 to $50,000",Republican,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A1DQZ3XUF6NRFE,0,0,55013,,,1
2022-03-20 20:14:48,2022-03-20 20:20:56,IP Address,100.16.232.214,100,368,True,2022-03-20 20:20:56,R_2S8C3h0Pglh50tm,,,,,39.21099853515625,-76.8361968994140625,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 5 USD and worker B is paid 1 USD.,,,,,,,,,,,,,Unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Other or prefer not to say,50 to 59,graduated from a 4 year college,I prefer not to answer,Democrat,,The amount of inequality in society is somewhat unacceptable.,No (please specify your native language),Chinois,Yes,A1J7Q2TJ7MEVPD,0,0,86191,,,1
2022-03-20 20:14:02,2022-03-20 20:22:25,IP Address,72.82.58.67,100,502,True,2022-03-20 20:22:25,R_9nr0Yqc5rBjLpvP,,,,,37.436492919921875,-77.4806976318359375,anonymous,EN,1,I agree,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 6 USD and worker B is paid 0 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fair,I did not redistribute because of another reason (please specify),I believe the rules were clearly stated and both workers knew the risks involved.,,Male,60 to 69,graduated from a 4 year college,"$50,001 to $70,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,AYFGU035IXTG8,0,0,25204,,,1
2022-03-20 20:19:01,2022-03-20 20:23:42,IP Address,64.145.93.49,100,280,True,2022-03-20 20:23:43,R_2fCWH9bAmvvlzRe,,,,,39.738800048828125,-104.9868011474609375,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 3 USD and worker B is paid 3 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Male,50 to 59,graduated from a 4 year college,"$30,001 to $50,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A1LSX5NVDJB6W3,0,0,60939,,,1
2022-03-20 20:21:45,2022-03-20 20:26:14,IP Address,99.188.26.105,100,269,True,2022-03-20 20:26:14,R_RDGx8DDYw5DNxnj,,,,,38.68310546875,-89.98419952392578125,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go directly to the page about the redistribution decision,,,,,,Worker A is paid 4 USD and worker B is paid 2 USD.,,,,,,,,,,,,,,,,,,,Neutral,I redistributed the money based on what I believe is fair between the two workers.,,,Female,40 to 49,"some college education, or 2 year college degree","$30,001 to $50,000",Other (please specify),Socialist,The amount of inequality in society is very unacceptable.,Yes,,Yes,A34LAJH3Q4GEPC,0,0,51981,0,,1
2022-03-20 20:22:22,2022-03-20 20:27:45,IP Address,207.172.179.140,100,323,True,2022-03-20 20:27:46,R_3F3v6HuJkeVVQzz,,,,,40.6027069091796875,-75.4777984619140625,anonymous,EN,1,I agree,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 3 USD and worker B is paid 3 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,50 to 59,"some college education, or 2 year college degree","$30,001 to $50,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A1WRINBMKV7CP6,0,0,77670,,,1
2022-03-20 20:20:33,2022-03-20 20:31:09,IP Address,68.80.158.128,100,636,True,2022-03-20 20:31:10,R_1Gxi32VypXLWmzi,,,,,40.262603759765625,-75.6150970458984375,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go to the 3-digit code task to try to learn the information,7.503,127.104,154.562,33,"241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241",,Worker A is paid 4 USD and worker B is paid 2 USD.,Unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Male,60 to 69,completed high school,"$15,001 to $30,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,AC9BR5OXALJAH,0,33,25999,,33,1
2022-03-20 20:25:04,2022-03-20 20:35:57,IP Address,24.16.232.151,100,652,True,2022-03-20 20:35:58,R_diCsTUIt7w6q76h,,,,,47.634796142578125,-122.34510040283203125,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go directly to the page about the redistribution decision,,,,,,Worker A is paid 4 USD and worker B is paid 2 USD.,,Unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Male,50 to 59,"some college education, or 2 year college degree","$15,001 to $30,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A3PIVSSF1BR9II,0,0,71113,,0,1
2022-03-20 20:30:43,2022-03-20 20:37:31,IP Address,76.210.30.168,100,408,True,2022-03-20 20:37:32,R_2du0UNkeo47RRoh,,,,,33.166900634765625,-87.50640106201171875,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 5 USD and worker B is paid 1 USD.,,,,,,,,,,,,,Unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,50 to 59,"some college education, or 2 year college degree","$0 to $15,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A32F1VBMF1ZLGO,0,0,34506,,,1
2022-03-20 20:37:02,2022-03-20 20:40:07,IP Address,75.188.17.155,100,185,True,2022-03-20 20:40:08,R_2azap2sqkQJz2Zw,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,1,I agree,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 3 USD and worker B is paid 3 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Male,50 to 59,some graduate school attended or higher,"$50,001 to $70,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A2NVO55DO76R80,0,0,22966,,,1
2022-03-20 20:34:41,2022-03-20 20:41:57,IP Address,76.104.216.47,100,435,True,2022-03-20 20:41:57,R_WBrDVMyMcv1PbDX,,,,,48.7494049072265625,-122.48960113525390625,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go to the 3-digit code task to try to learn the information,1.471,51.245,51.953,31,"241,241,241,241,241,241,241,477,290,809,360,241,241,241,842",Worker A is paid 3 USD and worker B is paid 3 USD.,,,,,,,,,,,,,,,,,,,Very unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,50 to 59,graduated from a 4 year college,"$30,001 to $50,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A91G1W46USOBE ,5,0,91117,5,,1
2022-03-20 20:45:27,2022-03-20 20:48:43,IP Address,47.133.188.141,100,195,True,2022-03-20 20:48:43,R_2aUK3XJrcGzM5bu,,,,,36.4485931396484375,-77.673797607421875,anonymous,EN,1,I agree,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 6 USD and worker B is paid 0 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very fair,I did not redistribute because I believe the original rules of the reward scheme between the two workers should be followed.,,,Female,60 to 69,"some college education, or 2 year college degree","$0 to $15,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A34FSH0HHLHSY3,0,0,10310,,,1
2022-03-20 20:48:23,2022-03-20 20:52:59,IP Address,68.46.36.117,100,276,True,2022-03-20 20:52:59,R_3I6lmxOLLCg4Glx,,,,,45.17010498046875,-93.1912994384765625,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 4 USD and worker B is paid 2 USD.,,,,,,,,,,,,,Unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Male,50 to 59,some graduate school attended or higher,"$170,001 or above",Republican,,The amount of inequality in society is moderately reasonable.,Yes,,Yes,A1BHW4QNL2D9EF,0,0,74682,,,1
2022-03-20 21:00:11,2022-03-20 21:03:13,IP Address,75.162.144.249,100,182,True,2022-03-20 21:03:15,R_1eVioRoSFIjFT3H,,,,,41.6009979248046875,-93.6728973388671875,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,60178,,,0
2022-03-20 20:59:07,2022-03-20 21:03:45,IP Address,104.178.118.183,100,278,True,2022-03-20 21:03:45,R_UosEWt1E8dzclsB,,,,,37.62750244140625,-97.35590362548828125,anonymous,EN,0.800000011920928955078125,I agree,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 6 USD and worker B is paid 0 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very fair,I did not redistribute because I believe the original rules of the reward scheme between the two workers should be followed.,,,Female,70 or above,"some college education, or 2 year college degree","$15,001 to $30,000",Republican,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,A37LMTGP9S8IE8,0,0,73927,,,1
2022-03-20 20:58:54,2022-03-20 21:04:51,IP Address,73.209.149.164,100,357,True,2022-03-20 21:04:52,R_1QF0g2MQcHbravK,,,,,41.51019287109375,-87.7406005859375,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go directly to the page about the redistribution decision,,,,,,Worker A is paid 4 USD and worker B is paid 2 USD.,,Unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,50 to 59,"some college education, or 2 year college degree","$50,001 to $70,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,: COPIEDA792JENC7KYAX,0,0,45226,,0,1
2022-03-20 21:00:40,2022-03-20 21:05:32,IP Address,72.201.228.168,100,291,True,2022-03-20 21:05:32,R_3ejY9YNbH8YGhmF,,,,,33.3383026123046875,-111.9250030517578125,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go directly to the page about the redistribution decision,,,,,,Worker A is paid 3 USD and worker B is paid 3 USD.,,Unfair,I redistributed the money because of another motive (please specify),,the number of questions was random and could have gone either way.,Female,50 to 59,graduated from a 4 year college,"$30,001 to $50,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A260WXX7ZUA8WD,0,0,49702,,0,1
2022-03-20 21:03:14,2022-03-20 21:07:24,IP Address,73.75.176.41,100,249,True,2022-03-20 21:07:24,R_1QLyuoeJGxOyDjp,,,,,42.046905517578125,-88.1051025390625,anonymous,EN,1,I agree,,,,,,,,,,,I am ready for the comprehension quiz.,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,99863,,,0
2022-03-20 21:07:08,2022-03-20 21:11:20,IP Address,173.66.18.28,100,251,True,2022-03-20 21:11:20,R_1NkXIpX4XhsLl5o,,,,,38.84759521484375,-77.32810211181640625,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,50153,,,0
2022-03-20 21:07:38,2022-03-20 21:13:54,IP Address,47.218.106.221,100,376,True,2022-03-20 21:13:55,R_tF0M0Ckc0br1ETT,,,,,30.5478057861328125,-96.2714996337890625,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,31556,,,0
