startdate,enddate,status,ipaddress,progress,durationinseconds,finished,recordeddate,responseid,recipientlastname,recipientfirstname,recipientemail,externalreference,locationlatitude,locationlongitude,distributionchannel,userlanguage,q11,q41,q51,q61,q71,q81,q91,q111_firstclick,q111_lastclick,q111_pagesubmit,q111_clickcount,q121_firstclick,q121_lastclick,q121_pagesubmit,q121_clickcount,q123,q124,q125,q126,q127,q128,q129,q1210,q1211,q1212,q1213,q1214,q1215,q1216,q1217,q151_firstclick,q151_lastclick,q151_pagesubmit,q151_clickcount,q161_firstclick,q161_lastclick,q161_pagesubmit,q161_clickcount,q163,q164,q165,q166,q171_1,q171_2,q171_3,q171_4,q171_5,q172,q173,q174,q175,q176,q176_6_text,q177,q178,q178_2_text,q179,q1710,sc0,sc1,confirmation_code,fl_39_do,fl_7_do,fl_21_do,fl_16_do,batch
4/24/2022 20:32,4/24/2022 20:42,IP Address,64.222.238.219,100,595,TRUE,4/24/2022 20:42,R_2R8lLBoZGRwF6sa,,,,,45.067,-69.8802,anonymous,ZH-S,I agree,,,,,At least 80% of managers,,0.848,53.826,56.918,13,5.794,239.793,245.124,39,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,5,6,8,6,7,Male,30 to 39,graduated from a 4 year college,"$50,001 to $70,000",Independent,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A2W4G8NODDLZXC,15,0,24162,Vignette-InfoOpportunity,FL_12,,,3
4/24/2022 20:32,4/24/2022 20:44,IP Address,24.30.32.24,100,735,TRUE,4/24/2022 20:44,R_3iWPSTzy10Gs9PN,,,,,33.7043,-84.3742,anonymous,ZH-S,I agree,,,,,,At least 60% but below 80% of managers,0,0,301.513,0,,,,,,,,,,,,,,,,,,,,,,,,2.977,20.611,28.587,5,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,4,7,2,3,8,Female,30 to 39,graduated from a 4 year college,"$15,001 to $30,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A3DW6KSQPG6GVQ,0,4,35352,Vignette-InfoEmployment,FL_14,,test-short,3
4/24/2022 20:37,4/24/2022 20:45,IP Address,66.75.68.49,100,433,TRUE,4/24/2022 20:45,R_11iG59PIrATTDKN,,,,,21.3328,-158.0181,anonymous,ZH-S,I agree,,,,Jim is awarded a bonus of $300 and Bill is awarded a bonus of $300,,,,,,,4.642,175.25,175.909,26,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Earthworms do not sense light but rely on sonar,Castings,"Rats, toads, humans and gophers",1/3 its own body weight,0,0,51.628,0,,,,,,,,,8,8,5,3,8,Male,30 to 39,"some college education, or 2 year college degree","$50,001 to $70,000",Democrat,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,A2ZB6ODYG1RKZ5,13,0,83758,Vignette-RandomEmployment,FL_13,tutorial-lowrelevance,,3
4/24/2022 20:34,4/24/2022 20:45,IP Address,107.147.175.121,100,669,TRUE,4/24/2022 20:45,R_3MukYyQyRFMKfb0,,,,,39.7764,-86.1077,anonymous,ZH-S,I agree,,,,,At least 40% but below 60% of managers,,0.542,119.542,121.119,9,1.184,187.689,188.366,46,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,9,8,5,3,6,Female,23 to 29,graduated from a 4 year college,"$30,001 to $50,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,AK6B3JUL7HIBO,15,0,91074,Vignette-InfoOpportunity,FL_13,tutorial-highrelevance,,3
4/24/2022 20:44,4/24/2022 20:50,IP Address,72.69.16.101,100,353,TRUE,4/24/2022 20:50,R_AmklkqhwB3CjItz,,,,,40.8275,-73.1225,anonymous,ZH-S,I agree,,,Jim is awarded a bonus of $400 and Bill is awarded a bonus of $200,,,,3.723,15.703,16.633,10,5.103,105.271,106.327,34,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Moss or other plants,More than 50,60 days,To attract a mate,A few days at most,Through their skin,Warm and wet,Earthworms do not sense light but rely on sonar,Castings,"Rats, fish, hawks and spiders",Twice its own body weight,,,,,,,,,,,,,7,9,7,9,10,Male,23 to 29,"some college education, or 2 year college degree","$15,001 to $30,000",Republican,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,A2QPSQKXBTFRAP,7,0,53233,Vignette-MeritEmployment,FL_12,,,3
4/24/2022 20:51,4/24/2022 20:53,IP Address,72.183.100.179,100,167,TRUE,4/24/2022 20:53,R_1IQw58NjSXpWUQO,,,,,27.552,-99.4959,anonymous,ZH-S,I agree,,,,,,At least 40% but below 60% of managers,0.477,42.335,43.45,9,,,,,,,,,,,,,,,,,,,,,,,,0.439,23.02,25.329,13,Building tunnels in the soil,Help them grip the ground,Fertilizer,Tiny scales similar to those of a snake,9,9,8,9,10,Female,23 to 29,graduated from a 4 year college,"$50,001 to $70,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,AFGGRD147WLQ3,0,3,21489,Vignette-InfoEmployment,FL_14,,test-short,3
4/24/2022 20:50,4/24/2022 21:00,IP Address,47.14.13.222,100,567,TRUE,4/24/2022 21:00,R_1eRWEmHuJwXRK5L,,,,,41.5782,-73.415,anonymous,ZH-S,I agree,,,,,,At least 40% but below 60% of managers,6.516,14.259,77.333,4,10.885,90.404,93.075,16,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,7,8,2,5,4,Male,30 to 39,"some college education, or 2 year college degree","$0 to $15,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A10000SYXL7WDP,15,0,58450,Vignette-InfoEmployment,FL_14,,test-long,3
4/24/2022 21:19,4/24/2022 21:25,IP Address,147.135.78.229,100,403,TRUE,4/24/2022 21:25,R_3mgXq0EoCtO0rWL,,,,,38.6583,-77.2481,anonymous,ZH-S,I agree,Jim is awarded a bonus of $400 and Bill is awarded a bonus of $200,,,,,,0,0,58.422,0,11.813,129.309,130.518,17,Building tunnels in the soil,Help them sense danger,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Earthworms do not sense light but rely on sonar,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,10,10,10,10,10,Female,23 to 29,graduated from a 4 year college,"$70,001 to $100,000",Republican,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A14LOABUGAITBM,13,0,52999,Vignette-MeritOpportunity,FL_13,tutorial-highrelevance,,3
4/24/2022 21:41,4/24/2022 21:46,IP Address,148.170.224.106,100,263,TRUE,4/24/2022 21:46,R_2A1oFU2uELSUYWB,,,,,40.8771,-73.0885,anonymous,ZH-S,I agree,,Jim is awarded a bonus of $300 and Bill is awarded a bonus of $300,,,,,0,0,57.318,0,,,,,,,,,,,,,,,,,,,,,,,,2.788,15.524,16.056,6,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,9,10,10,8,9,Female,23 to 29,"some college education, or 2 year college degree","$30,001 to $50,000",Independent,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A7TE8WWWIF2IS,0,4,90660,Vignette-RandomOpportunity,FL_14,,test-short,4
4/24/2022 21:40,4/24/2022 21:49,IP Address,71.83.202.227,100,522,TRUE,4/24/2022 21:49,R_1l3FVxsLwkUoZPJ,,,,,34.4802,-117.4093,anonymous,ZH-S,I agree,,,Jim is awarded a bonus of $500 and Bill is awarded a bonus of $100,,,,,,,,19.824,165.17,166.36,19,Slithering in the rain,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Moss or other plants,More than 20,2 years,To confuse their predators,Weeks to months,Through their bristles,Warm and wet,Through their bristles,Pellets,"Rats, toads, humans and gophers",1/10 its own body weight,0,0,66.452,0,,,,,,,,,8,9,6,5,5,Female,30 to 39,"some college education, or 2 year college degree","$70,001 to $100,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,AD0BLEOE8B8XU,5,0,39659,Vignette-MeritEmployment,FL_13,tutorial-lowrelevance,,4
4/24/2022 21:45,4/24/2022 21:50,IP Address,66.31.163.200,100,286,TRUE,4/24/2022 21:50,R_2f9TWLE0aM7x3mk,,,,,42.2013,-70.7543,anonymous,ZH-S,I agree,Jim is awarded a bonus of $600 and Bill is awarded a bonus of $0,,,,,,0,0,27.256,0,,,,,,,,,,,,,,,,,,,,,,,,2.723,19.813,22.364,4,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,9,3,1,1,10,Female,30 to 39,graduated from a 4 year college,"$100,001 to $130,000",Democrat,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,AX309OW6HAXK2,0,4,70759,Vignette-MeritOpportunity,FL_14,,test-short,4
4/24/2022 21:43,4/24/2022 21:52,IP Address,174.203.224.169,100,558,TRUE,4/24/2022 21:52,R_3QMMkXfhA4GxYgd,,,,,35.2296,-80.843,anonymous,ZH-S,I agree,,,,Jim is awarded a bonus of $400 and Bill is awarded a bonus of $200,,,0,0,62.798,0,4.809,153.469,216.884,16,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Micro-organisms,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,8,8,9,8,10,Other or prefer not to say,23 to 29,"some college education, or 2 year college degree","$0 to $15,000",Independent,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A21KDMBWZSBXL5,14,0,87041,Vignette-RandomEmployment,FL_14,,test-long,4
4/24/2022 21:48,4/24/2022 21:54,IP Address,73.56.174.36,100,387,TRUE,4/24/2022 21:54,R_2tgIxVzeuKPjYVt,,,,,25.7349,-80.2228,anonymous,ZH-S,I agree,,,,,Above 0 percent but below 20% of managers,,0,0,49.336,0,7.435,94.798,95.737,17,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,8,7,8,6,3,Male,23 to 29,graduated from a 4 year college,"$0 to $15,000",Independent,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A3RTW9UWYKSNWX,15,0,29517,Vignette-InfoOpportunity,FL_13,tutorial-highrelevance,,4
4/24/2022 21:53,4/24/2022 21:56,IP Address,155.186.60.97,100,153,TRUE,4/24/2022 21:56,R_bEDnmvnHPEkx3kB,,,,,38.6101,-90.56,anonymous,ZH-S,I agree,,,,,,Above 0 percent but below 20% of managers,12.931,15.547,22.357,2,3.37,40.546,41.249,24,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,8,8,8,7,8,Female,23 to 29,graduated from a 4 year college,I prefer not to answer,Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A2C8CPT60DE5V8,15,0,23583,Vignette-InfoEmployment,FL_13,tutorial-highrelevance,,4
4/24/2022 21:44,4/24/2022 21:56,IP Address,72.84.151.99,100,717,TRUE,4/24/2022 21:56,R_22R3l4HSGlccDFU,,,,,38.9368,-76.3471,anonymous,ZH-S,I agree,,,,,,At least 80% of managers,0,0,142.782,0,7.114,113.161,114.473,18,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Moss or other plants,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Casings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,9,10,7,3,4,Female,30 to 39,"some college education, or 2 year college degree","$15,001 to $30,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A2CP6MLJVJYBO7,13,0,25431,Vignette-InfoEmployment,FL_13,tutorial-highrelevance,,4
4/24/2022 21:51,4/24/2022 21:58,IP Address,73.191.92.74,100,474,TRUE,4/24/2022 21:58,R_ZsH6xtFSUgdJmfv,,,,,38.6397,-75.6047,anonymous,ZH-S,I agree,,,,Jim is awarded a bonus of $400 and Bill is awarded a bonus of $200,,,,,,,6.728,123.125,126.238,16,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Micro-organisms,More than 20,2 years,To mark their territory,The better part of a year,Through their skin,Warm and wet,Through their skin,Castings,"Rats, toads, humans and gophers",Twice its own body weight,0,0,66.991,0,,,,,,,,,8,10,5,7,10,Male,50 to 59,some graduate school attended or higher,"$130,001 to $170,000",Independent,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A3DM3U2OOBSUF2,8,0,48102,Vignette-RandomEmployment,FL_13,tutorial-lowrelevance,,4
4/24/2022 21:54,4/24/2022 22:00,IP Address,136.226.51.85,100,347,TRUE,4/24/2022 22:00,R_1hRmVYckNBhrPuq,,,,,38.9091,-77.0203,anonymous,ZH-S,I agree,Jim is awarded a bonus of $400 and Bill is awarded a bonus of $200,,,,,,0,0,44.749,0,,,,,,,,,,,,,,,,,,,,,,,,9.715,22.002,27.049,4,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,8,7,3,7,9,Male,50 to 59,"some college education, or 2 year college degree","$170,001 or above",Democrat,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,AYKDN0E8YXVY,0,4,15445,Vignette-MeritOpportunity,FL_14,,test-short,4
4/24/2022 21:50,4/24/2022 22:02,IP Address,68.248.141.23,100,727,TRUE,4/24/2022 22:02,R_3MPtQnILAT5R80K,,,,,30.3768,-97.8935,anonymous,ZH-S,I agree,,,Jim is awarded a bonus of $500 and Bill is awarded a bonus of $100,,,,21.481,73.864,85.989,3,8.499,160.444,161.916,26,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,60 days,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",Twice its own body weight,,,,,,,,,,,,,6,5,8,6,9,Female,40 to 49,"some college education, or 2 year college degree","$170,001 or above",Republican,,The amount of inequality in society is somewhat unacceptable.,No (please specify your native language),spanish,Yes,ARIR08LCT5CES,13,0,61124,Vignette-MeritEmployment,FL_14,,test-long,4
4/24/2022 21:58,4/24/2022 22:02,IP Address,64.224.87.144,100,242,TRUE,4/24/2022 22:02,R_237bLXE40PLLnLj,,,,,38.6106,-93.0006,anonymous,ZH-S,I agree,,,,,,At least 80% of managers,0.91,21.76,41.667,8,1.244,71.628,72.192,47,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,2 years,To attract a mate,Over one year,Through their bristles,Warm and wet,Through their bristles,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,10,10,10,7,5,Female,30 to 39,"some college education, or 2 year college degree","$50,001 to $70,000",Republican,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,A1HS9ZA8PGBVCY,10,0,19365,Vignette-InfoEmployment,FL_14,,test-long,4
4/24/2022 21:56,4/24/2022 22:05,IP Address,173.17.75.112,100,505,TRUE,4/24/2022 22:05,R_25HMNZ2gtPZmWns,,,,,37.168,-93.3039,anonymous,ZH-S,I agree,,,,,At least 60% but below 80% of managers,,27.272,81.795,86.137,11,13.727,125.844,126.32,55,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 50,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Earthworms do not sense light but rely on sonar,Castings,"Moles, rats, fish and toads",Twice its own body weight,,,,,,,,,,,,,10,8,8,10,10,Female,30 to 39,"some college education, or 2 year college degree","$0 to $15,000",Libertarian,,The amount of inequality in society is very reasonable.,Yes,,Yes,A3JS6PQDM3N9OY,12,0,91448,Vignette-InfoOpportunity,FL_13,tutorial-highrelevance,,4
4/24/2022 21:56,4/24/2022 22:06,IP Address,67.158.161.108,100,600,TRUE,4/24/2022 22:06,R_2U6gstXCa8H01kD,,,,,29.9665,-83.6594,anonymous,ZH-S,I agree,,Jim is awarded a bonus of $300 and Bill is awarded a bonus of $300,,,,,,,,,0.23,367.314,368.202,61,Slithering in the rain,Help them grip the ground,Insect repellent,Elastic stripes,Moss or other plants,More than 100,60 days,To create walls for the tunnels they dig,A few days at most,Through their skin,Warm and dry,Through their skin,Castings,"Moles, rats, fish and toads",Twice its own body weight,2.475,3.28,28.362,2,,,,,,,,,5,5,5,5,5,Male,23 to 29,completed high school,"$0 to $15,000",Independent,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,A33RAPR0PTEYR9,7,0,46915,Vignette-RandomOpportunity,FL_13,tutorial-lowrelevance,,4
4/24/2022 22:01,4/24/2022 22:08,IP Address,76.247.66.223,100,384,TRUE,4/24/2022 22:08,R_1IrXD8z7w2ffLo0,,,,,30.4421,-97.6339,anonymous,ZH-S,I agree,Jim is awarded a bonus of $500 and Bill is awarded a bonus of $100,,,,,,0,0,95.322,0,,,,,,,,,,,,,,,,,,,,,,,,4.873,20.31,22.403,6,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,8,9,3,1,10,Male,40 to 49,graduated from a 4 year college,"$100,001 to $130,000",Independent,,The amount of inequality in society is very unacceptable.,Yes,,Yes,AIG0EDJTIKU6G,0,4,33584,Vignette-MeritOpportunity,FL_14,,test-short,4
4/24/2022 22:03,4/24/2022 22:09,IP Address,99.176.8.57,100,353,TRUE,4/24/2022 22:09,R_3k1x5fbIzfVV2zy,,,,,32.8179,-96.6319,anonymous,ZH-S,I agree,,Jim is awarded a bonus of $600 and Bill is awarded a bonus of $0,,,,,0,0,56.059,0,6.488,78.142,79.219,18,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 50,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their bristles,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,9,8,9,7,10,Female,23 to 29,some graduate school attended or higher,"$0 to $15,000",Independent,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,ATI42O7TZJCAH,13,0,69881,Vignette-RandomOpportunity,FL_14,,test-long,4
4/24/2022 22:05,4/24/2022 22:10,IP Address,72.212.117.97,100,269,TRUE,4/24/2022 22:10,R_2aX0kKoODyFbnoS,,,,,33.4294,-112.3896,anonymous,ZH-S,I agree,,,,Jim is awarded a bonus of $300 and Bill is awarded a bonus of $300,,,0,0,35.685,0,4.279,53.618,54.306,16,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,10,10,8,10,10,Female,30 to 39,"some college education, or 2 year college degree","$0 to $15,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A3S5ZB4D98JWT1,15,0,61405,Vignette-RandomEmployment,FL_14,,test-long,4
4/24/2022 22:04,4/24/2022 22:11,IP Address,69.225.34.199,100,408,TRUE,4/24/2022 22:11,R_1jwFqrjZYZEwttn,,,,,41.4722,-81.745,anonymous,ZH-S,I agree,,,Jim is awarded a bonus of $500 and Bill is awarded a bonus of $100,,,,0,0,58.804,0,,,,,,,,,,,,,,,,,,,,,,,,11.147,34.289,35.31,4,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,8,8,8,5,7,Female,23 to 29,"some college education, or 2 year college degree","$30,001 to $50,000",Independent,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A2FY5QKAZJWFXF,0,4,87700,Vignette-MeritEmployment,FL_14,,test-short,4
4/24/2022 22:05,4/24/2022 22:11,IP Address,23.242.53.114,100,385,TRUE,4/24/2022 22:12,R_12Lo4xCv6dpuqBU,,,,,33.7697,-117.8906,anonymous,ZH-S,I agree,Jim is awarded a bonus of $500 and Bill is awarded a bonus of $100,,,,,,0,0,38.541,0,35.289,192.728,195.39,18,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,8,7,5,7,9,Female,23 to 29,graduated from a 4 year college,"$15,001 to $30,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,No (please specify your native language),Vietnamese,Yes,A1OYA4KDE6SAF4,15,0,58621,Vignette-MeritOpportunity,FL_13,tutorial-highrelevance,,4
4/24/2022 22:08,4/24/2022 22:12,IP Address,209.74.120.92,100,248,TRUE,4/24/2022 22:13,R_zd42roaWBzdjFUR,,,,,42.5173,-85.4074,anonymous,ZH-S,I agree,,,Jim is awarded a bonus of $500 and Bill is awarded a bonus of $100,,,,0,0,45.743,0,,,,,,,,,,,,,,,,,,,,,,,,3.509,12.586,14.98,4,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,7,5,8,4,4,Female,18 to 22,"some college education, or 2 year college degree","$15,001 to $30,000",Republican,,The amount of inequality in society is moderately reasonable.,Yes,,Yes,A25LDQYM31TMWJ,0,4,31555,Vignette-MeritEmployment,FL_14,,test-short,4
4/24/2022 22:05,4/24/2022 22:15,IP Address,32.212.204.130,100,554,TRUE,4/24/2022 22:15,R_1LkhamCobkqwZTu,,,,,41.8501,-72.4649,anonymous,ZH-S,I agree,,,,,Above 0 percent but below 20% of managers,,0,0,62.171,0,6.735,55.511,56.344,15,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,10,10,0,10,10,Female,40 to 49,some graduate school attended or higher,"$30,001 to $50,000",Green Party,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A1QMOCGQW393OG,15,0,65912,Vignette-InfoOpportunity,FL_13,tutorial-highrelevance,,4
4/24/2022 22:08,4/24/2022 22:15,IP Address,75.139.170.129,100,437,TRUE,4/24/2022 22:15,R_3iF4Spe6do9Mu9R,,,,,47.4221,-120.3266,anonymous,ZH-S,I agree,,Jim is awarded a bonus of $300 and Bill is awarded a bonus of $300,,,,,,,,,30.44,162.685,163.846,15,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Micro-organisms,More than 100,60 days,To confuse their predators,A few days at most,Through their bristles,Warm and wet,Through their skin,Castings,"Rats, toads, humans and gophers",1/3 its own body weight,0,0,57.767,0,,,,,,,,,9,8,8,5,7,Female,40 to 49,completed high school,"$70,001 to $100,000",Republican,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,A3BY2QC25OCJBB,9,0,22943,Vignette-RandomOpportunity,FL_13,tutorial-lowrelevance,,4
4/24/2022 22:09,4/24/2022 22:16,IP Address,98.149.129.140,100,437,TRUE,4/24/2022 22:16,R_27Vxbo1d1cQwThR,,,,,34.413,-118.4269,anonymous,ZH-S,I agree,,,,,,At least 60% but below 80% of managers,0,0,22.581,0,9.064,306.883,307.966,34,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Moss or other plants,More than 100,9 months,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Rats, toads, humans and gophers",1/3 its own body weight,,,,,,,,,,,,,7,4,4,6,3,Male,30 to 39,graduated from a 4 year college,"$130,001 to $170,000",Democrat,,The amount of inequality in society is moderately reasonable.,Yes,,Yes,A1M2SKARLP9T9F,12,0,72801,Vignette-InfoEmployment,FL_14,,test-long,4
4/24/2022 22:10,4/24/2022 22:17,IP Address,72.80.171.206,100,423,TRUE,4/24/2022 22:17,R_2cc04kLmFMUFoVX,,,,,40.7252,-73.944,anonymous,ZH-S,I agree,,,,,,At least 60% but below 80% of managers,7.891,63.205,74.362,2,10.435,96.126,96.533,24,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,9,8,8,9,5,Female,30 to 39,graduated from a 4 year college,"$15,001 to $30,000",Democrat,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,A1GJ4QI777TOT3,15,0,98205,Vignette-InfoEmployment,FL_14,,test-long,4
4/24/2022 22:11,4/24/2022 22:17,IP Address,98.149.22.236,100,393,TRUE,4/24/2022 22:17,R_23eJb3jNfgCmXaJ,,,,,33.7518,-117.9932,anonymous,ZH-S,I agree,,,,,At least 60% but below 80% of managers,,,,,,7.874,154.622,155.23,32,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,60 days,To mark their territory,A few days at most,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",Twice its own body weight,13.631,13.631,56.988,1,,,,,,,,,10,10,2,5,10,Male,30 to 39,graduated from a 4 year college,"$50,001 to $70,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,AWNX7NELGSVLP,11,0,74141,Vignette-InfoOpportunity,FL_13,tutorial-lowrelevance,,4
4/24/2022 22:12,4/24/2022 22:17,IP Address,67.188.140.158,100,335,TRUE,4/24/2022 22:18,R_3oZzKrJnPp1fsuy,,,,,37.2692,-121.845,anonymous,ZH-S,I agree,,Jim is awarded a bonus of $400 and Bill is awarded a bonus of $200,,,,,6.098,6.098,49.065,1,,,,,,,,,,,,,,,,,,,,,,,,5.934,23.102,24.542,6,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,9,9,8,8,9,Female,50 to 59,some graduate school attended or higher,I prefer not to answer,Independent,,The amount of inequality in society is very unacceptable.,No (please specify your native language),chinese,Yes,ARUL62EHSJ4MC,0,4,95087,Vignette-RandomOpportunity,FL_14,,test-short,4
